Code	Model	Species	Size	River	Model.type	Default	Sampled.season	Valid.season	Data.origin	N.presences	N.absences	N.interviews.or.studies	True.positive	False.positive	True.negative	False.negative	Sensitivity	Specificity	TSS	Balanced.accuracy
ABCJL	Cobitis.calderoni.GAM.Large.Curueno.All	Cobitis calderoni	Large	Curueño (Douro)	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	58	862	NA	57	397	465	1	0.983	0.539	0.522	0.761
ABCJO	Cobitis.calderoni.HSC.Large.Curueno.All	Cobitis calderoni	Large	Curueño (Douro)	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	58	862	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCJV	Cobitis.calderoni.NNET.Large.Curueno.All	Cobitis calderoni	Large	Curueño (Douro)	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	58	862	NA	54	310	552	4	0.931	0.64	0.571	0.786
ABCJY	Cobitis.calderoni.RF.Large.Curueno.All	Cobitis calderoni	Large	Curueño (Douro)	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	58	862	NA	54	310	552	4	0.931	0.64	0.571	0.786
ABCKM	Cobitis.calderoni.SVM.Large.Curueno.All	Cobitis calderoni	Large	Curueño (Douro)	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	58	862	NA	47	255	607	11	0.81	0.704	0.515	0.757
ABCJM	Cobitis.calderoni.GAM.Medium.Curueno.All	Cobitis calderoni	Medium	Curueño (Douro)	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	89	831	NA	81	328	503	8	0.91	0.605	0.515	0.758
ABCJR	Cobitis.calderoni.HSC.Medium.Curueno.All	Cobitis calderoni	Medium	Curueño (Douro)	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	89	831	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCJW	Cobitis.calderoni.NNET.Medium.Curueno.All	Cobitis calderoni	Medium	Curueño (Douro)	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	89	831	NA	86	315	516	3	0.966	0.621	0.587	0.794
ABCJZ	Cobitis.calderoni.RF.Medium.Curueno.All	Cobitis calderoni	Medium	Curueño (Douro)	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	89	831	NA	86	315	516	3	0.966	0.621	0.587	0.794
ABCKN	Cobitis.calderoni.SVM.Medium.Curueno.All	Cobitis calderoni	Medium	Curueño (Douro)	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	89	831	NA	76	280	551	13	0.854	0.663	0.517	0.758
ABCJN	Cobitis.calderoni.GAM.Small.Curueno.All	Cobitis calderoni	Small	Curueño (Douro)	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	16	904	NA	15	236	668	1	0.938	0.739	0.676	0.838
ABCJS	Cobitis.calderoni.HSC.Small.Curueno.All	Cobitis calderoni	Small	Curueño (Douro)	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	16	904	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCJX	Cobitis.calderoni.NNET.Small.Curueno.All	Cobitis calderoni	Small	Curueño (Douro)	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	16	904	NA	13	91	813	3	0.813	0.899	0.712	0.856
ABCKL	Cobitis.calderoni.RF.Small.Curueno.All	Cobitis calderoni	Small	Curueño (Douro)	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	16	904	NA	13	91	813	3	0.813	0.899	0.712	0.856
ABCKO	Cobitis.calderoni.SVM.Small.Curueno.All	Cobitis calderoni	Small	Curueño (Douro)	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	16	904	NA	14	143	761	2	0.875	0.842	0.717	0.858
ABCIY	Cobitis.calderoni.FRBS.Large.EKorL.Spring.Summer.Autumn	Cobitis calderoni	Large		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
ABCIX	Cobitis.calderoni.FRBS.Large.EKorL.Autumn.Winter.Spring	Cobitis calderoni	Large		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
ABCJQ	Cobitis.calderoni.HSC.Large.EKorL.Spring.Summer.Autumn	Cobitis calderoni	Large		HSC	FALSE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
ABCJP	Cobitis.calderoni.HSC.Large.EKorL.Autumn.Winter.Spring	Cobitis calderoni	Large		HSC	FALSE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
ABCJK	Cobitis.calderoni.FRBS.Small.EKorL.Spring.Summer.Autumn	Cobitis calderoni	Small		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
ABCIZ	Cobitis.calderoni.FRBS.Small.EKorL.Autumn.Winter.Spring	Cobitis calderoni	Small		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
ABCJU	Cobitis.calderoni.HSC.Small.EKorL.Spring.Summer.Autumn	Cobitis calderoni	Small		HSC	FALSE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
ABCJT	Cobitis.calderoni.HSC.Small.EKorL.Autumn.Winter.Spring	Cobitis calderoni	Small		HSC	FALSE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
ABCKQ	Cobitis.paludica.FRBS.Large.EKorL.Spring.Summer.Autumn	Cobitis paludica	Large		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
ABCKP	Cobitis.paludica.FRBS.Large.EKorL.Autumn.Winter.Spring	Cobitis paludica	Large		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
ABCLO	Cobitis.paludica.HSC.Large.EKorL.Spring.Summer.Autumn	Cobitis paludica	Large		HSC	FALSE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
ABCLN	Cobitis.paludica.HSC.Large.EKorL.Autumn.Winter.Spring	Cobitis paludica	Large		HSC	FALSE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
ABCKS	Cobitis.paludica.FRBS.Small.EKorL.Spring.Summer.Autumn	Cobitis paludica	Small		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
ABCKR	Cobitis.paludica.FRBS.Small.EKorL.Autumn.Winter.Spring	Cobitis paludica	Small		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
ABCLW	Cobitis.paludica.HSC.Small.EKorL.Spring.Summer.Autumn	Cobitis paludica	Small		HSC	FALSE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
ABCLV	Cobitis.paludica.HSC.Small.EKorL.Autumn.Winter.Spring	Cobitis paludica	Small		HSC	FALSE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
ABCKT	Cobitis.paludica.GAM.Large.Estena.All	Cobitis paludica	Large	Estena (Guadiana)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	30	1237	NA	27	419	818	3	0.9	0.661	0.561	0.781
ABCLP	Cobitis.paludica.HSC.Large.Estena.All	Cobitis paludica	Large	Estena (Guadiana)	HSC	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	30	1239	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCLZ	Cobitis.paludica.NNET.Large.Estena.All	Cobitis paludica	Large	Estena (Guadiana)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	30	1237	NA	27	403	834	3	0.9	0.674	0.574	0.787
ABCMU	Cobitis.paludica.RF.Large.Estena.All	Cobitis paludica	Large	Estena (Guadiana)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	30	1237	NA	27	403	834	3	0.9	0.674	0.574	0.787
ABCNQ	Cobitis.paludica.SVM.Large.Estena.All	Cobitis paludica	Large	Estena (Guadiana)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	30	1237	NA	28	435	802	2	0.933	0.648	0.582	0.791
ABCKW	Cobitis.paludica.GAM.Medium.Estena.All	Cobitis paludica	Medium	Estena (Guadiana)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	77	1190	NA	70	478	712	7	0.909	0.598	0.507	0.754
ABCLS	Cobitis.paludica.HSC.Medium.Estena.All	Cobitis paludica	Medium	Estena (Guadiana)	HSC	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	77	1192	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCMP	Cobitis.paludica.NNET.Medium.Estena.All	Cobitis paludica	Medium	Estena (Guadiana)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	77	1190	NA	71	559	631	6	0.922	0.53	0.452	0.726
ABCMX	Cobitis.paludica.RF.Medium.Estena.All	Cobitis paludica	Medium	Estena (Guadiana)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	77	1190	NA	71	559	631	6	0.922	0.53	0.452	0.726
ABCNT	Cobitis.paludica.SVM.Medium.Estena.All	Cobitis paludica	Medium	Estena (Guadiana)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	77	1190	NA	65	377	813	12	0.844	0.683	0.527	0.764
ABCKZ	Cobitis.paludica.GAM.Small.Estena.All	Cobitis paludica	Small	Estena (Guadiana)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	32	1235	NA	32	715	520	0	1	0.421	0.421	0.711
ABCLX	Cobitis.paludica.HSC.Small.Estena.All	Cobitis paludica	Small	Estena (Guadiana)	HSC	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	32	1237	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCMS	Cobitis.paludica.NNET.Small.Estena.All	Cobitis paludica	Small	Estena (Guadiana)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	32	1235	NA	32	644	591	0	1	0.479	0.479	0.739
ABCNO	Cobitis.paludica.RF.Small.Estena.All	Cobitis paludica	Small	Estena (Guadiana)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	32	1235	NA	32	644	591	0	1	0.479	0.479	0.739
ABCNW	Cobitis.paludica.SVM.Small.Estena.All	Cobitis paludica	Small	Estena (Guadiana)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	32	1235	NA	28	502	733	4	0.875	0.594	0.469	0.734
ABCKU	Cobitis.paludica.GAM.Large.Estena.and.Yeguas.All	Cobitis paludica	Large	Estena (Guadiana) + Yeguas (Guadalquivir)	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	43	1950	NA	41	918	1032	2	0.953	0.529	0.483	0.741
ABCLQ	Cobitis.paludica.HSC.Large.Estena.and.Yeguas.All	Cobitis paludica	Large	Estena (Guadiana) + Yeguas (Guadalquivir)	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	43	1953	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCMN	Cobitis.paludica.NNET.Large.Estena.and.Yeguas.All	Cobitis paludica	Large	Estena (Guadiana) + Yeguas (Guadalquivir)	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	43	1950	NA	38	959	991	5	0.884	0.508	0.392	0.696
ABCMV	Cobitis.paludica.RF.Large.Estena.and.Yeguas.All	Cobitis paludica	Large	Estena (Guadiana) + Yeguas (Guadalquivir)	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	43	1950	NA	38	959	991	5	0.884	0.508	0.392	0.696
ABCNR	Cobitis.paludica.SVM.Large.Estena.and.Yeguas.All	Cobitis paludica	Large	Estena (Guadiana) + Yeguas (Guadalquivir)	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	43	1950	NA	36	678	1272	7	0.837	0.652	0.49	0.745
ABCKX	Cobitis.paludica.GAM.Medium.Estena.and.Yeguas.All	Cobitis paludica	Medium	Estena (Guadiana) + Yeguas (Guadalquivir)	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	87	1906	NA	78	790	1116	9	0.897	0.586	0.482	0.741
ABCLT	Cobitis.paludica.HSC.Medium.Estena.and.Yeguas.All	Cobitis paludica	Medium	Estena (Guadiana) + Yeguas (Guadalquivir)	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	87	1909	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCMQ	Cobitis.paludica.NNET.Medium.Estena.and.Yeguas.All	Cobitis paludica	Medium	Estena (Guadiana) + Yeguas (Guadalquivir)	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	87	1906	NA	78	845	1061	9	0.897	0.557	0.453	0.727
ABCMY	Cobitis.paludica.RF.Medium.Estena.and.Yeguas.All	Cobitis paludica	Medium	Estena (Guadiana) + Yeguas (Guadalquivir)	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	87	1906	NA	78	845	1061	9	0.897	0.557	0.453	0.727
ABCNU	Cobitis.paludica.SVM.Medium.Estena.and.Yeguas.All	Cobitis paludica	Medium	Estena (Guadiana) + Yeguas (Guadalquivir)	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	87	1906	NA	67	624	1282	20	0.77	0.673	0.443	0.721
ABCLM	Cobitis.paludica.GAM.Small.Estena.and.Yeguas.All	Cobitis paludica	Small	Estena (Guadiana) + Yeguas (Guadalquivir)	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	34	1959	NA	33	897	1062	1	0.971	0.542	0.513	0.756
ABCLY	Cobitis.paludica.HSC.Small.Estena.and.Yeguas.All	Cobitis paludica	Small	Estena (Guadiana) + Yeguas (Guadalquivir)	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	34	1962	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCMT	Cobitis.paludica.NNET.Small.Estena.and.Yeguas.All	Cobitis paludica	Small	Estena (Guadiana) + Yeguas (Guadalquivir)	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	34	1959	NA	34	759	1200	0	1	0.613	0.613	0.806
ABCNP	Cobitis.paludica.RF.Small.Estena.and.Yeguas.All	Cobitis paludica	Small	Estena (Guadiana) + Yeguas (Guadalquivir)	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	34	1959	NA	34	759	1200	0	1	0.613	0.613	0.806
ABCNX	Cobitis.paludica.SVM.Small.Estena.and.Yeguas.All	Cobitis paludica	Small	Estena (Guadiana) + Yeguas (Guadalquivir)	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	34	1959	NA	31	865	1094	3	0.912	0.558	0.47	0.735
ABCKV	Cobitis.paludica.GAM.Large.Yeguas.All	Cobitis paludica	Large	Yeguas (Guadalquivir)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	13	713	NA	13	272	441	0	1	0.619	0.619	0.809
ABCLR	Cobitis.paludica.HSC.Large.Yeguas.All	Cobitis paludica	Large	Yeguas (Guadalquivir)	HSC	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	13	714	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCMO	Cobitis.paludica.NNET.Large.Yeguas.All	Cobitis paludica	Large	Yeguas (Guadalquivir)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	13	713	NA	13	219	494	0	1	0.693	0.693	0.846
ABCMW	Cobitis.paludica.RF.Large.Yeguas.All	Cobitis paludica	Large	Yeguas (Guadalquivir)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	13	713	NA	13	219	494	0	1	0.693	0.693	0.846
ABCNS	Cobitis.paludica.SVM.Large.Yeguas.All	Cobitis paludica	Large	Yeguas (Guadalquivir)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	13	713	NA	13	223	490	0	1	0.687	0.687	0.844
ABCKY	Cobitis.paludica.GAM.Medium.Yeguas.All	Cobitis paludica	Medium	Yeguas (Guadalquivir)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	10	716	NA	9	91	625	1	0.9	0.873	0.773	0.886
ABCLU	Cobitis.paludica.HSC.Medium.Yeguas.All	Cobitis paludica	Medium	Yeguas (Guadalquivir)	HSC	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	10	717	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCMR	Cobitis.paludica.NNET.Medium.Yeguas.All	Cobitis paludica	Medium	Yeguas (Guadalquivir)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	10	716	NA	10	212	504	0	1	0.704	0.704	0.852
ABCMZ	Cobitis.paludica.RF.Medium.Yeguas.All	Cobitis paludica	Medium	Yeguas (Guadalquivir)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	10	716	NA	10	212	504	0	1	0.704	0.704	0.852
ABCNV	Cobitis.paludica.SVM.Medium.Yeguas.All	Cobitis paludica	Medium	Yeguas (Guadalquivir)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	10	716	NA	10	223	493	0	1	0.689	0.689	0.844
ABCNZ	Cobitis.vettonica.FRBS.Large.EKorL.Spring.Summer.Autumn	Cobitis vettonica	Large		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCNY	Cobitis.vettonica.FRBS.Large.EKorL.Autumn.Winter.Spring	Cobitis vettonica	Large		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCOS	Cobitis.vettonica.HSC.Large.EKorL.Spring.Summer.Autumn	Cobitis vettonica	Large		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCOR	Cobitis.vettonica.HSC.Large.EKorL.Autumn.Winter.Spring	Cobitis vettonica	Large		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCOQ	Cobitis.vettonica.FRBS.Small.EKorL.Spring.Summer.Autumn	Cobitis vettonica	Small		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCOP	Cobitis.vettonica.FRBS.Small.EKorL.Autumn.Winter.Spring	Cobitis vettonica	Small		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCOU	Cobitis.vettonica.HSC.Small.EKorL.Spring.Summer.Autumn	Cobitis vettonica	Small		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCOT	Cobitis.vettonica.HSC.Small.EKorL.Autumn.Winter.Spring	Cobitis vettonica	Small		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABCOW	Cottus.aturi.FRBS.Large.EKorL.Spring.Summer.Autumn	Cottus aturi	Large		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCOV	Cottus.aturi.FRBS.Large.EKorL.Autumn.Winter.Spring	Cottus aturi	Large		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCPQ	Cottus.aturi.HSC.Large.EKorL.Spring.Summer.Autumn	Cottus aturi	Large		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCOZ	Cottus.aturi.HSC.Large.EKorL.Autumn.Winter.Spring	Cottus aturi	Large		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCOY	Cottus.aturi.FRBS.Small.EKorL.Spring.Summer.Autumn	Cottus aturi	Small		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCOX	Cottus.aturi.FRBS.Small.EKorL.Autumn.Winter.Spring	Cottus aturi	Small		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCPS	Cottus.aturi.HSC.Small.EKorL.Spring.Summer.Autumn	Cottus aturi	Small		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCPR	Cottus.aturi.HSC.Small.EKorL.Autumn.Winter.Spring	Cottus aturi	Small		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCPU	Cottus.hispaniolensis.FRBS.Large.EKorL.Spring.Summer.Autumn	Cottus hispaniolensis	Large		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCPT	Cottus.hispaniolensis.FRBS.Large.EKorL.Autumn.Winter.Spring	Cottus hispaniolensis	Large		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCPY	Cottus.hispaniolensis.HSC.Large.EKorL.Spring.Summer.Autumn	Cottus hispaniolensis	Large		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCPX	Cottus.hispaniolensis.HSC.Large.EKorL.Autumn.Winter.Spring	Cottus hispaniolensis	Large		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCPW	Cottus.hispaniolensis.FRBS.Small.EKorL.Spring.Summer.Autumn	Cottus hispaniolensis	Small		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCPV	Cottus.hispaniolensis.FRBS.Small.EKorL.Autumn.Winter.Spring	Cottus hispaniolensis	Small		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCQR	Cottus.hispaniolensis.HSC.Small.EKorL.Spring.Summer.Autumn	Cottus hispaniolensis	Small		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCPZ	Cottus.hispaniolensis.HSC.Small.EKorL.Autumn.Winter.Spring	Cottus hispaniolensis	Small		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ABCQS	Fry.GAM.Very.small.Curueno.All	Fry	Very small	Curueño (Douro)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	165	755	NA	130	228	527	35	0.788	0.698	0.486	0.743
ABCRU	Fry.NNET.Very.small.Curueno.All	Fry	Very small	Curueño (Douro)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	165	755	NA	137	277	478	28	0.83	0.633	0.463	0.732
ABCRZ	Fry.RF.Very.small.Curueno.All	Fry	Very small	Curueño (Douro)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	165	755	NA	137	277	478	28	0.83	0.633	0.463	0.732
ABCSX	Fry.SVM.Very.small.Curueno.All	Fry	Very small	Curueño (Douro)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	165	755	NA	124	228	527	41	0.752	0.698	0.45	0.725
ABCQT	Fry.GAM.Very.small.Ebro.All	Fry	Very small	Ebro	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	16	874	NA	16	187	687	0	1	0.786	0.786	0.893
ABCRV	Fry.NNET.Very.small.Ebro.All	Fry	Very small	Ebro	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	16	874	NA	14	109	765	2	0.875	0.875	0.75	0.875
ABCST	Fry.RF.Very.small.Ebro.All	Fry	Very small	Ebro	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	16	874	NA	14	109	765	2	0.875	0.875	0.75	0.875
ABCSY	Fry.SVM.Very.small.Ebro.All	Fry	Very small	Ebro	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	16	874	NA	13	144	730	3	0.813	0.835	0.648	0.824
ABCQU	Fry.GAM.Very.small.Estena.All	Fry	Very small	Estena (Guadiana)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	123	1144	NA	108	471	673	15	0.878	0.588	0.466	0.733
ABCRW	Fry.NNET.Very.small.Estena.All	Fry	Very small	Estena (Guadiana)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	123	1144	NA	110	392	752	13	0.894	0.657	0.552	0.776
ABCSU	Fry.RF.Very.small.Estena.All	Fry	Very small	Estena (Guadiana)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	123	1144	NA	110	392	752	13	0.894	0.657	0.552	0.776
ABCSZ	Fry.SVM.Very.small.Estena.All	Fry	Very small	Estena (Guadiana)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	123	1144	NA	109	441	703	14	0.886	0.615	0.501	0.75
ABCQV	Fry.GAM.Very.small.Estena.and.Yeguas.All	Fry	Very small	Estena (Guadiana) + Yeguas (Guadalquivir)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	215	1778	NA	168	885	893	47	0.781	0.502	0.284	0.642
ABCRX	Fry.NNET.Very.small.Estena.and.Yeguas.All	Fry	Very small	Estena (Guadiana) + Yeguas (Guadalquivir)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	215	1778	NA	187	879	899	28	0.87	0.506	0.375	0.688
ABCSV	Fry.RF.Very.small.Estena.and.Yeguas.All	Fry	Very small	Estena (Guadiana) + Yeguas (Guadalquivir)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	215	1778	NA	187	879	899	28	0.87	0.506	0.375	0.688
ABCTU	Fry.SVM.Very.small.Estena.and.Yeguas.All	Fry	Very small	Estena (Guadiana) + Yeguas (Guadalquivir)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	215	1778	NA	163	750	1028	52	0.758	0.578	0.336	0.668
ABCQW	Fry.GAM.Very.small.Yeguas.All	Fry	Very small	Yeguas (Guadalquivir)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	92	634	NA	81	274	360	11	0.88	0.568	0.448	0.724
